worksheet,date,count,total,ratio,ma_10,slope,trend
all,2023-08-11,450,2560,0.17578125,,,neutral
all,2023-08-14,466,2560,0.18203125,,,neutral
all,2023-08-15,380,2560,0.1484375,,,neutral
all,2023-08-18,261,2560,0.101953125,,,neutral
all,2023-08-21,279,2560,0.108984375,,,neutral
all,2023-08-23,327,2560,0.127734375,,,neutral
all,2023-08-24,240,2560,0.09375,,,neutral
all,2023-08-25,303,2560,0.118359375,,,neutral
all,2023-08-27,371,2560,0.144921875,,,neutral
all,2023-08-29,428,2560,0.1671875,0.1369140625,,neutral
all,2023-09-01,635,2560,0.248046875,0.144140625,0.0072265625000000056,up
all,2023-09-05,485,2560,0.189453125,0.14488281249999999,0.0007421874999999911,up
all,2023-09-06,425,2560,0.166015625,0.146640625,0.001757812500000011,up
all,2023-09-07,433,2560,0.169140625,0.15335937500000002,0.006718750000000023,up
all,2023-09-11,467,2560,0.182421875,0.160703125,0.007343749999999982,up
all,2023-09-13,403,2560,0.157421875,0.163671875,0.0029687499999999922,up
all,2023-09-14,532,2560,0.2078125,0.175078125,0.011406250000000007,up
all,2023-09-18,476,2560,0.1859375,0.1818359375,0.006757812499999988,up
all,2023-09-19,428,2560,0.1671875,0.1840625,0.002226562500000001,up
all,2023-09-20,374,2560,0.14609375,0.181953125,-0.0021093749999999967,down
all,2023-09-21,235,2560,0.091796875,0.166328125,-0.015625,down
all,2023-09-22,238,2560,0.09296875,0.1566796875,-0.009648437499999996,down
all,2023-09-25,284,2560,0.1109375,0.151171875,-0.005507812499999987,down
all,2023-09-26,191,2560,0.074609375,0.14171875,-0.009453125000000007,down
all,2023-09-27,258,2560,0.10078125,0.1335546875,-0.008164062500000013,down
all,2023-09-28,307,2560,0.119921875,0.12980468750000002,-0.0037499999999999756,down
all,2023-09-29,241,2560,0.094140625,0.1184375,-0.011367187500000014,down
all,2023-10-02,161,2560,0.062890625,0.10613281249999999,-0.012304687500000008,down
all,2023-10-03,109,2560,0.042578125,0.09367187499999999,-0.012460937500000005,down
all,2023-10-05,157,2560,0.061328125,0.0851953125,-0.008476562499999993,down
all,2023-10-06,239,2560,0.093359375,0.0853515625,0.00015625000000001055,up
all,2023-10-09,309,2560,0.120703125,0.088125,0.0027734374999999895,up
all,2023-10-10,336,2560,0.13125,0.09015625000000001,0.002031250000000012,up
all,2023-10-11,382,2560,0.14921875,0.09761718750000001,0.0074609375000000006,up
all,2023-10-12,341,2560,0.133203125,0.100859375,0.0032421874999999933,up
all,2023-10-13,364,2560,0.1421875,0.10308593749999999,0.0022265624999999872,up
all,2023-10-14,295,2560,0.115234375,0.1051953125,0.0021093750000000105,up
all,2023-10-15,263,2560,0.102734375,0.1091796875,0.003984374999999998,up
all,2023-10-19,242,2560,0.09453125,0.114375,0.005195312500000007,up
all,2023-10-20,180,2560,0.0703125,0.1152734375,0.0008984375000000017,up
all,2023-10-23,164,2560,0.0640625,0.11234374999999999,-0.002929687500000014,down
all,2023-10-24,202,2560,0.07890625,0.10816406250000002,-0.004179687499999973,down
all,2023-10-25,149,2560,0.058203125,0.100859375,-0.007304687500000018,down
all,2023-10-27,113,2560,0.044140625,0.09035156250000001,-0.010507812499999991,down
all,2023-10-30,128,2560,0.05,0.08203125,-0.00832031250000001,down
all,2023-10-31,175,2560,0.068359375,0.0746484375,-0.007382812500000002,down
all,2023-11-01,263,2560,0.102734375,0.0733984375,-0.0012500000000000011,down
all,2023-11-02,369,2560,0.144140625,0.0775390625,0.004140625000000009,up
all,2023-11-03,453,2560,0.176953125,0.08578125,0.008242187499999998,up
all,2023-11-06,371,2560,0.144921875,0.09324218749999999,0.007460937499999987,up
all,2023-11-07,359,2560,0.140234375,0.100859375,0.007617187500000011,up
all,2023-11-08,309,2560,0.120703125,0.10503906249999999,0.004179687499999987,up
all,2023-11-09,279,2560,0.108984375,0.11011718749999999,0.005078125000000003,up
all,2023-11-10,366,2560,0.14296875,0.12,0.009882812500000004,up
all,2023-11-13,480,2560,0.1875,0.13374999999999998,0.013749999999999984,up
all,2023-11-14,456,2560,0.178125,0.1447265625,0.010976562500000009,up
all,2023-11-15,461,2560,0.180078125,0.1524609375,0.0077343750000000155,up
all,2023-11-16,523,2560,0.204296875,0.1584765625,0.006015624999999997,up
all,2023-11-17,546,2560,0.21328125,0.162109375,0.003632812499999999,up
all,2023-11-20,547,2560,0.213671875,0.16898437500000002,0.00687500000000002,up
all,2023-11-21,575,2560,0.224609375,0.177421875,0.008437499999999987,up
all,2023-11-22,537,2560,0.209765625,0.186328125,0.008906250000000004,up
all,2023-11-23,583,2560,0.227734375,0.198203125,0.011874999999999997,up
all,2023-11-24,582,2560,0.22734375,0.206640625,0.008437499999999987,up
all,2023-12-04,558,2560,0.21796875,0.20968749999999997,0.0030468749999999767,up
all,2023-12-05,520,2560,0.203125,0.21218749999999997,0.0025000000000000022,up
all,2023-12-06,481,2560,0.187890625,0.21296875,0.0007812500000000389,up
all,2023-12-07,516,2560,0.2015625,0.2126953125,-0.0002734375000000011,down
all,2023-12-11,573,2560,0.223828125,0.21374999999999997,0.0010546874999999567,up
all,2023-12-12,657,2560,0.256640625,0.21804687500000003,0.004296875000000061,up
all,2023-12-13,668,2560,0.2609375,0.2216796875,0.003632812499999971,up
all,2023-12-14,549,2560,0.214453125,0.22214843749999996,0.00046874999999996225,up
all,2023-12-15,662,2560,0.25859375,0.22523437500000001,0.003085937500000052,up
all,2023-12-18,732,2560,0.2859375,0.23109375000000001,0.005859375,up
all,2023-12-19,784,2560,0.30625,0.239921875,0.008828124999999992,up
all,2023-12-20,804,2560,0.3140625,0.251015625,0.011093750000000013,up
all,2023-12-21,834,2560,0.32578125,0.26480468749999997,0.013789062499999949,up
all,2023-12-26,875,2560,0.341796875,0.278828125,0.014023437500000013,up
all,2023-12-27,886,2560,0.34609375,0.2910546875,0.012226562500000038,up
all,2023-12-28,891,2560,0.348046875,0.30019531250000003,0.009140625000000013,up
all,2023-12-29,869,2560,0.339453125,0.308046875,0.007851562499999964,up
all,2024-01-02,763,2560,0.298046875,0.31640625,0.008359375000000002,up
all,2024-01-03,460,2560,0.1796875,0.30851562499999996,-0.00789062500000004,down
all,2024-01-04,438,2560,0.17109375,0.29703125,-0.011484374999999936,down
all,2024-01-08,605,2560,0.236328125,0.2900390625,-0.006992187500000024,down
all,2024-01-09,492,2560,0.1921875,0.2778515625,-0.012187500000000018,down
all,2024-01-10,529,2560,0.206640625,0.2659375,-0.011914062499999989,down
all,2024-01-11,458,2560,0.17890625,0.24964843750000001,-0.01628906249999998,down
all,2024-01-12,449,2560,0.175390625,0.232578125,-0.017070312500000018,down
all,2024-01-13,450,2560,0.17578125,0.21535156249999998,-0.017226562500000014,down
all,2024-01-16,360,2560,0.140625,0.19546875,-0.019882812499999986,down
all,2024-01-17,319,2560,0.124609375,0.178125,-0.01734374999999999,down
all,2024-01-18,402,2560,0.15703125,0.175859375,-0.0022656249999999933,down
all,2024-01-19,504,2560,0.196875,0.1784375,0.0025781249999999867,up
all,2024-01-22,598,2560,0.23359375,0.1781640625,-0.0002734375000000011,down
all,2024-01-23,632,2560,0.246875,0.1836328125,0.0054687499999999944,up
all,2024-01-24,552,2560,0.215625,0.18453124999999998,0.0008984374999999878,up
all,2024-01-25,609,2560,0.237890625,0.1904296875,0.00589843750000002,up
all,2024-01-26,567,2560,0.221484375,0.1950390625,0.004609374999999999,up
all,2024-01-29,666,2560,0.26015625,0.20347656249999999,0.008437499999999987,up
all,2024-01-30,661,2560,0.258203125,0.215234375,0.01175781250000002,up
all,2024-01-31,521,2560,0.203515625,0.22312500000000002,0.007890625000000012,up
all,2024-02-01,685,2560,0.267578125,0.2341796875,0.011054687499999993,up
all,2024-02-02,750,2560,0.29296875,0.24378906250000001,0.009609375000000003,up
all,2024-02-05,644,2560,0.2515625,0.24558593750000002,0.0017968750000000033,up
all,2024-02-06,667,2560,0.260546875,0.24695312500000002,0.0013671875000000056,up
all,2024-02-07,689,2560,0.269140625,0.2523046875,0.00535156249999999,up
all,2024-02-08,791,2560,0.308984375,0.2594140625,0.007109374999999973,up
all,2024-02-09,849,2560,0.331640625,0.2704296875,0.011015625000000029,up
all,2024-02-12,986,2560,0.38515625,0.2829296875,0.012500000000000011,up
all,2024-02-13,666,2560,0.26015625,0.28312499999999996,0.0001953124999999334,up
all,2024-02-14,867,2560,0.338671875,0.296640625,0.013515625000000031,up
all,2024-02-15,985,2560,0.384765625,0.308359375,0.01171875,up
all,2024-02-16,929,2560,0.362890625,0.31535156249999996,0.006992187499999969,up
all,2024-02-20,811,2560,0.316796875,0.321875,0.006523437500000062,up
all,2024-02-21,756,2560,0.2953125,0.32535156249999997,0.0034765624999999467,up
all,2024-02-22,843,2560,0.329296875,0.3313671875,0.006015625000000024,up
all,2024-02-23,843,2560,0.329296875,0.3333984375,0.0020312499999999845,up
all,2024-02-26,882,2560,0.34453125,0.33468749999999997,0.0012890624999999933,up
all,2024-02-27,932,2560,0.3640625,0.332578125,-0.002109374999999969,down
all,2024-02-28,849,2560,0.331640625,0.3397265625,0.007148437499999993,up
all,2024-02-29,871,2560,0.340234375,0.3398828125,0.00015625000000002442,up
all,2024-03-01,989,2560,0.386328125,0.3400390625,0.00015624999999996891,up
all,2024-03-04,956,2560,0.3734375,0.34109375000000003,0.00105468750000004,up
all,2024-03-05,886,2560,0.34609375,0.34402343750000003,0.0029296875,up
all,2024-03-06,957,2560,0.373828125,0.351875,0.007851562499999964,up
all,2024-03-07,1026,2560,0.40078125,0.3590234375,0.007148437499999993,up
all,2024-03-08,1000,2560,0.390625,0.36515624999999996,0.006132812499999973,up
all,2024-03-11,915,2560,0.357421875,0.3664453125,0.0012890625000000488,up
all,2024-03-12,908,2560,0.3546875,0.3655078125,-0.0009375000000000355,down
all,2024-03-13,864,2560,0.3375,0.36609375,0.0005859375000000222,up
all,2024-03-14,723,2560,0.282421875,0.3603125,-0.0057812500000000155,down
all,2024-03-15,700,2560,0.2734375,0.3490234375,-0.011289062500000002,down
all,2024-03-18,664,2560,0.259375,0.33761718749999997,-0.011406250000000007,down
all,2024-03-19,755,2560,0.294921875,0.3325,-0.005117187499999953,down
all,2024-03-20,945,2560,0.369140625,0.33203125,-0.00046875000000001776,down
all,2024-03-21,1059,2560,0.413671875,0.3333203125,0.0012890624999999933,up
all,2024-03-22,905,2560,0.353515625,0.329609375,-0.003710937500000011,down
all,2024-03-25,861,2560,0.336328125,0.3275,-0.002109374999999969,down
all,2024-03-26,828,2560,0.3234375,0.324375,-0.003124999999999989,down
all,2024-03-27,997,2560,0.389453125,0.32957031249999996,0.005195312499999938,up
all,2024-03-28,1040,2560,0.40625,0.34195312499999997,0.012382812500000007,up
all,2024-04-02,672,2560,0.2625,0.340859375,-0.001093749999999949,down
all,2024-04-03,729,2560,0.284765625,0.3433984375,0.0025390624999999667,up
all,2024-04-04,587,2560,0.229296875,0.3368359375,-0.006562499999999971,down
all,2024-04-05,681,2560,0.266015625,0.3265234375,-0.010312500000000002,down
all,2024-04-08,705,2560,0.275390625,0.3126953125,-0.013828125000000024,down
all,2024-04-09,740,2560,0.2890625,0.30625,-0.006445312499999967,down
all,2024-04-10,463,2560,0.180859375,0.290703125,-0.015546875000000016,down
all,2024-04-11,482,2560,0.18828125,0.27718750000000003,-0.013515624999999976,down
all,2024-04-12,291,2560,0.113671875,0.249609375,-0.027578125000000037,down
all,2024-04-15,194,2560,0.07578125,0.2165625,-0.033046875,down
all,2024-04-16,193,2560,0.075390625,0.1978515625,-0.018710937499999997,down
all,2024-04-17,141,2560,0.055078125,0.17488281249999998,-0.02296875000000001,down
all,2024-04-18,134,2560,0.05234375,0.1571875,-0.017695312499999977,down
all,2024-04-19,163,2560,0.063671875,0.13695312499999998,-0.020234375000000027,down
all,2024-04-22,209,2560,0.081640625,0.117578125,-0.019374999999999976,down
all,2024-04-23,395,2560,0.154296875,0.1041015625,-0.013476562500000011,down
all,2024-04-24,400,2560,0.15625,0.101640625,-0.002460937499999996,down
all,2024-04-25,386,2560,0.15078125,0.09789062500000001,-0.0037499999999999895,down
all,2024-04-26,392,2560,0.153125,0.1018359375,0.003945312499999992,up
all,2024-04-29,402,2560,0.15703125,0.1099609375,0.008124999999999993,up
all,2024-04-30,315,2560,0.123046875,0.11472656249999999,0.0047656249999999956,up
all,2024-05-01,382,2560,0.14921875,0.124140625,0.009414062500000014,up
all,2024-05-02,465,2560,0.181640625,0.1370703125,0.012929687500000009,up
all,2024-05-03,630,2560,0.24609375,0.15531250000000002,0.018242187500000007,up
all,2024-05-06,687,2560,0.268359375,0.17398437500000002,0.018671875000000004,up
all,2024-05-07,682,2560,0.26640625,0.18519531250000001,0.01121093749999999,up
all,2024-05-08,658,2560,0.25703125,0.1952734375,0.010078124999999993,up
all,2024-05-09,854,2560,0.33359375,0.2135546875,0.01828125,up
all,2024-05-10,829,2560,0.323828125,0.23062500000000002,0.017070312500000018,up
all,2024-05-13,897,2560,0.350390625,0.24996093749999998,0.019335937499999956,up
all,2024-05-14,1002,2560,0.39140625,0.276796875,0.026835937500000018,up
all,2024-05-15,1074,2560,0.41953125,0.303828125,0.027031250000000007,up
all,2024-05-16,1042,2560,0.40703125,0.32636718750000004,0.02253906250000004,up
all,2024-05-17,1056,2560,0.4125,0.3430078125,0.016640624999999964,up
all,2024-05-18,1056,2560,0.4125,0.357421875,0.014414062499999991,up
all,2024-05-19,1056,2560,0.4125,0.37203125,0.01460937499999998,up
all,2024-05-20,1056,2560,0.4125,0.387578125,0.015546875000000016,up
all,2024-05-21,984,2560,0.384375,0.39265625000000004,0.005078125000000044,up
all,2024-05-22,982,2560,0.38359375,0.3986328125,0.005976562499999949,up
all,2024-05-23,675,2560,0.263671875,0.3899609375,-0.008671874999999996,down
all,2024-05-24,767,2560,0.299609375,0.38078124999999996,-0.009179687500000033,down
all,2024-05-25,767,2560,0.299609375,0.3687890625,-0.011992187499999973,down
all,2024-05-26,767,2560,0.299609375,0.358046875,-0.0107421875,down
all,2024-05-27,767,2560,0.299609375,0.34675781250000004,-0.011289062499999947,down
all,2024-05-28,674,2560,0.26328125,0.3318359375,-0.014921875000000029,down
all,2024-05-29,512,2560,0.2,0.3105859375,-0.02124999999999999,down
all,2024-05-30,609,2560,0.237890625,0.29312499999999997,-0.01746093750000005,down
all,2024-05-31,679,2560,0.265234375,0.2812109375,-0.011914062499999989,down
all,2024-06-01,679,2560,0.265234375,0.26937500000000003,-0.011835937499999949,down
all,2024-06-02,679,2560,0.265234375,0.26953125000000006,0.00015625000000002442,up
all,2024-06-03,562,2560,0.21953125,0.2615234375,-0.008007812500000044,down
all,2024-06-04,429,2560,0.167578125,0.24832031250000003,-0.013203124999999982,down
all,2024-06-05,537,2560,0.209765625,0.2393359375,-0.008984375000000017,down
all,2024-06-06,478,2560,0.18671875,0.22804687500000004,-0.011289062499999974,down
all,2024-06-07,417,2560,0.162890625,0.2180078125,-0.010039062500000029,down
all,2024-06-08,417,2560,0.162890625,0.214296875,-0.003710937500000011,down
all,2024-06-09,417,2560,0.162890625,0.206796875,-0.007500000000000007,down
all,2024-06-10,436,2560,0.1703125,0.19730468750000002,-0.009492187499999971,down
all,2024-06-11,384,2560,0.15,0.18578125,-0.011523437500000011,down
all,2024-06-12,512,2560,0.2,0.1792578125,-0.006523437500000007,down
all,2024-06-13,423,2560,0.165234375,0.173828125,-0.005429687500000002,down
all,2024-06-14,314,2560,0.12265625,0.1693359375,-0.0044921874999999944,down
all,2024-06-15,314,2560,0.12265625,0.16062500000000002,-0.008710937499999988,down
all,2024-06-16,314,2560,0.12265625,0.15421875000000002,-0.006406250000000002,down
all,2024-06-17,375,2560,0.146484375,0.152578125,-0.0016406250000000067,down
all,2024-06-18,383,2560,0.149609375,0.15125,-0.0013281250000000133,down
all,2024-06-19,383,2560,0.149609375,0.14992187499999998,-0.0013281250000000133,down
all,2024-06-20,366,2560,0.14296875,0.14718749999999997,-0.002734375000000011,down
all,2024-06-21,364,2560,0.1421875,0.14640625,-0.0007812499999999833,down
all,2024-06-22,364,2560,0.1421875,0.140625,-0.005781249999999988,down
all,2024-06-23,364,2560,0.1421875,0.1383203125,-0.0023046875000000133,down
all,2024-06-24,456,2560,0.178125,0.1438671875,0.005546875000000007,up
all,2024-06-25,481,2560,0.187890625,0.150390625,0.006523437500000007,up
all,2024-06-26,418,2560,0.16328125,0.154453125,0.004062499999999997,up
all,2024-06-27,463,2560,0.180859375,0.157890625,0.00343750000000001,up
all,2024-06-28,525,2560,0.205078125,0.16343749999999999,0.005546874999999979,up
all,2024-06-29,525,2560,0.205078125,0.16898437500000002,0.005546875000000034,up
all,2024-06-30,525,2560,0.205078125,0.1751953125,0.006210937499999986,up
all,2024-07-01,490,2560,0.19140625,0.1801171875,0.004921874999999992,up
all,2024-07-02,522,2560,0.20390625,0.1862890625,0.006171874999999993,up
all,2024-07-03,581,2560,0.226953125,0.194765625,0.008476562500000007,up
all,2024-07-04,581,2560,0.226953125,0.1996484375,0.0048828125,up
all,2024-07-05,562,2560,0.21953125,0.20281249999999998,0.003164062499999981,up
all,2024-07-06,562,2560,0.21953125,0.2084375,0.005625000000000019,up
all,2024-07-07,562,2560,0.21953125,0.2123046875,0.0038671875000000078,up
all,2024-07-08,578,2560,0.22578125,0.21437499999999998,0.0020703124999999767,up
all,2024-07-09,566,2560,0.22109375,0.2159765625,0.0016015625000000144,up
all,2024-07-10,699,2560,0.273046875,0.22277343749999998,0.00679687499999998,up
all,2024-07-11,834,2560,0.32578125,0.23621093750000002,0.013437500000000047,up
all,2024-07-12,970,2560,0.37890625,0.2537109375,0.017499999999999988,up
all,2024-07-13,970,2560,0.37890625,0.26890625,0.015195312500000002,up
all,2024-07-14,970,2560,0.37890625,0.2841015625,0.015195312500000002,up
all,2024-07-15,960,2560,0.375,0.29964843750000003,0.015546875000000016,up
all,2024-07-16,1135,2560,0.443359375,0.32203125000000005,0.022382812500000016,up
all,2024-07-17,1066,2560,0.41640625,0.34171874999999996,0.019687499999999913,up
all,2024-07-18,967,2560,0.377734375,0.3569140625,0.015195312500000058,up
all,2024-07-19,901,2560,0.351953125,0.37,0.013085937499999978,up
all,2024-07-20,901,2560,0.351953125,0.377890625,0.007890624999999984,up
all,2024-07-21,901,2560,0.351953125,0.3805078125,0.0026171875000000067,up
all,2024-07-22,1028,2572,0.39968895800933124,0.3825860833009331,0.002078270800933091,up
all,2024-07-23,1047,2578,0.4061287820015516,0.38530833650108826,0.002722253200155178,up
all,2024-07-24,849,2561,0.3315111284654432,0.38056882434763256,-0.004739512153455694,down
all,2024-07-25,869,2576,0.3373447204968944,0.376803296397322,-0.003765527950310543,down
all,2024-07-26,985,2589,0.38045577443028195,0.3705129363403502,-0.006290360056971811,down
all,2024-07-27,994,2591,0.38363566190659976,0.3672358775310102,-0.0032770588093399833,down
all,2024-07-28,994,2591,0.38363566190659976,0.36782600622167017,0.0005901286906599412,up
all,2024-07-29,953,2585,0.3686653771760155,0.3694972314392717,0.0016712252176015463,up
all,2024-07-30,942,2587,0.3641283339775802,0.3707147523370297,0.0012175208977580065,up
all,2024-07-31,1000,2587,0.3865481252415926,0.374174252361189,0.00345950002415929,up
all,2024-08-01,771,2570,0.3,0.36420535656025593,-0.009968895800933075,down
all,2024-08-02,501,2544,0.19693396226415094,0.3432858745865158,-0.020919481973740106,down
all,2024-08-03,504,2543,0.19819111285882815,0.3299538730258543,-0.0133320015606615,down
all,2024-08-04,504,2543,0.19819111285882815,0.3160385122620477,-0.013915360763806617,down
all,2024-08-05,250,2510,0.099601593625498,0.2879530941815693,-0.02808541808047843,down
all,2024-08-06,348,2521,0.13804046013486712,0.26339357400439606,-0.024559520177173222,down
all,2024-08-07,288,2516,0.11446740858505565,0.2364767486722416,-0.026916825332154448,down
all,2024-08-08,418,2543,0.16437278804561542,0.2160474897592016,-0.02042925891304001,down
all,2024-08-09,432,2538,0.1702127659574468,0.19665593295718825,-0.01939155680201335,down
all,2024-08-10,439,2533,0.17331227793130674,0.17533234822615967,-0.021323584731028578,down
all,2024-08-11,439,2533,0.17331227793130674,0.16266357601929038,-0.012668772206869294,down
all,2024-08-12,373,2523,0.14783987316686484,0.15775416710956175,-0.00490940890972863,down
all,2024-08-13,455,2543,0.17892253244199763,0.15582730906787873,-0.0019268580416830217,down
all,2024-08-14,446,2538,0.17572892040977148,0.15358108982297303,-0.0022462192449057006,down
all,2024-08-15,599,2558,0.2341673182173573,0.16703766228215897,0.01345657245918594,up
all,2024-08-16,681,2556,0.2664319248826291,0.17987680875693518,0.012839146474776214,up
all,2024-08-17,682,2558,0.26661454261141515,0.19509152215957112,0.015214713402635943,up
all,2024-08-18,682,2558,0.26661454261141515,0.20531569761615107,0.010224175456579943,up
all,2024-08-19,774,2571,0.30105017502917153,0.21839943852332358,0.013083740907172514,up
all,2024-08-20,649,2563,0.2532188841201717,0.22639009914221003,0.007990660618886453,up
all,2024-08-21,693,2573,0.2693354061406918,0.23599241196314855,0.009602312820938513,up
all,2024-08-22,743,2558,0.2904612978889758,0.25025455443535966,0.014262142472211109,up
all,2024-08-23,906,2571,0.352392065344224,0.26760150772558233,0.017346953290222678,up
all,2024-08-24,904,2574,0.35120435120435123,0.28514905080504027,0.01754754307945794,up
all,2024-08-25,904,2574,0.35120435120435123,0.2968527541037397,0.011703703298699408,up
all,2024-08-26,808,2574,0.3139083139083139,0.30160039300630814,0.004747638902568463,up
all,2024-08-27,840,2574,0.32634032634032634,0.30757297137919926,0.005972578372891113,up
all,2024-08-28,795,2565,0.30994152046783624,0.31190566916484136,0.004332697785642103,up
all,2024-08-29,789,2566,0.30748246297739673,0.3125488979596639,0.0006432287948225368,up
all,2024-08-30,1045,2565,0.4074074074074074,0.3279677502883874,0.015418852328723531,up
all,2024-08-31,1055,2565,0.41130604288499023,0.34216481396281734,0.01419706367442991,up
all,2024-09-01,1055,2565,0.41130604288499023,0.35424928846241877,0.012084474499601427,up
all,2024-09-02,1055,2565,0.41130604288499023,0.36014068621649536,0.005891397754076599,up
all,2024-09-03,875,2548,0.3434065934065934,0.3593609104367196,-0.000779775779775782,down
all,2024-09-04,877,2547,0.3443266588142913,0.3586731411977136,-0.0006877692390059864,down
all,2024-09-05,783,2547,0.30742049469964666,0.3580243592768469,-0.0006487819208667034,down
all,2024-09-06,506,2540,0.19921259842519684,0.34531158648533394,-0.01271277279151295,down
all,2024-09-07,511,2540,0.2011811023622047,0.33443554467477077,-0.010876041810563175,down
all,2024-09-08,511,2540,0.2011811023622047,0.3238054086132516,-0.010630136061519191,down
all,2024-09-09,579,2547,0.22732626619552415,0.3057972944920633,-0.0180081141211883,down
all,2024-09-10,586,2544,0.23034591194968554,0.2877012813985328,-0.018096013093530483,down
all,2024-09-11,568,2549,0.2228324833267948,0.26885392544271325,-0.018847355955819545,down
all,2024-09-12,671,2559,0.26221180148495504,0.25394450130270974,-0.014909424140003513,down
all,2024-09-13,929,2577,0.3604967015909973,0.2556535121211501,0.0017090108184403818,up
all,2024-09-14,928,2574,0.3605283605283605,0.25727368229255704,0.0016201701714069205,up
all,2024-09-15,928,2574,0.3605283605283605,0.2625844688754284,0.005310786582871374,up
all,2024-09-16,973,2580,0.37713178294573646,0.2803763873274824,0.017791918452053967,up
all,2024-09-17,990,2592,0.3819444444444444,0.29845272153570634,0.018076334208223965,up
all,2024-09-18,945,2592,0.3645833333333333,0.3147929446328192,0.01634022309711286,up
all,2024-09-19,1095,2602,0.4208301306687164,0.3341433310801384,0.01935038644731918,up
all,2024-09-20,989,2600,0.3803846153846154,0.3491472014236314,0.015003870343493042,up
all,2024-09-21,989,2599,0.3805309734513274,0.3649170504360847,0.015769849012453263,up
all,2024-09-22,989,2600,0.3803846153846154,0.3767343318260507,0.011817281389966017,up
all,2024-09-23,1013,2611,0.38797395633856757,0.37948205730080775,0.0027477254747570456,up
all,2024-09-24,900,2607,0.34522439585730724,0.3779516608337024,-0.0015303964671053438,down
all,2024-09-25,812,2602,0.31206764027671025,0.3731055888085374,-0.004846072025165016,down
all,2024-09-26,849,2607,0.3256616800920598,0.3679585785231697,-0.005147010285367681,down
all,2024-09-27,897,2606,0.3442056792018419,0.3641847019989095,-0.0037738765242602,down
all,2024-09-28,885,2604,0.33986175115207373,0.3617125437807835,-0.0024721582181260193,down
all,2024-09-29,885,2604,0.33986175115207373,0.3536157058291193,-0.008096837951664215,down
all,2024-09-30,903,2598,0.34757505773672054,0.3503347500643298,-0.003280955764789484,down
all,2024-10-01,765,2579,0.2966265994571539,0.34194431266491243,-0.008390437399417361,down
all,2024-10-02,816,2576,0.3167701863354037,0.33558286975999124,-0.0063614429049211885,down
all,2024-10-03,702,2567,0.27347097779509155,0.32413257190564365,-0.01145029785434759,down
all,2024-10-04,832,2586,0.3217324052590874,0.32178337284582165,-0.0023491990598220047,down
all,2024-10-07,696,2580,0.26976744186046514,0.3175533530041972,-0.004230019841624466,down
all,2024-10-08,692,2575,0.2687378640776699,0.31186097140275815,-0.005692381601439034,down
all,2024-10-09,746,2570,0.29027237354085605,0.30646764083665956,-0.005393330566098586,down
all,2024-10-10,659,2575,0.25592233009708737,0.29807369873116096,-0.008393942105498597,down
all,2024-10-11,871,2592,0.33603395061728397,0.297690918677682,-0.0003827800534789705,down
all,2024-10-14,900,2593,0.34708831469340534,0.2976422443733504,-4.867430433158626e-05,down
all,2024-10-15,885,2593,0.34130350944851523,0.3021099353724866,0.004467690999136187,up
all,2024-10-16,1009,2602,0.38777863182167566,0.3092107799211138,0.007100844548627194,up
all,2024-10-17,996,2600,0.3830769230769231,0.3201713744492969,0.010960594528183099,up
all,2024-10-18,913,2605,0.35047984644913627,0.32304611856830184,0.002874744119004957,up
all,2024-10-21,780,2589,0.30127462340672073,0.3261968367229274,0.0031507181546255314,up
all,2024-10-22,770,2581,0.2983339790778768,0.32915644822294804,0.0029596115000206646,up
all,2024-10-23,694,2570,0.27003891050583656,0.3271331019194461,-0.0020233463035019272,down
all,2024-10-24,723,2570,0.2813229571984436,0.32967316462958174,0.0025400627101356266,up
all,2024-10-25,624,2573,0.24251846094053633,0.320321615661907,-0.009351548967674761,down
all,2024-10-28,759,2585,0.2936170212765957,0.314974486320226,-0.005347129341680967,down
all,2024-10-29,709,2585,0.27427466150870405,0.3082716015262449,-0.006702884793981123,down
all,2024-10-30,733,2583,0.283778552071235,0.2978715935512008,-0.01040000797504409,down
all,2024-10-31,590,2566,0.2299298519095869,0.2825568864344672,-0.015314707116733606,down
all,2024-11-01,577,2562,0.22521467603434817,0.27003036939298836,-0.012526517041478835,down
all,2024-11-04,529,2563,0.20639875146312914,0.2605427821986292,-0.00948758719435916,down
all,2024-11-05,725,2573,0.28177225029148856,0.2588866093199904,-0.0016561728786387842,down
all,2024-11-06,1004,2593,0.38719629772464326,0.2706023480418711,0.011715738721880697,up
all,2024-11-07,1016,2606,0.3898695318495779,0.2814570055069845,0.010854657465113382,up
all,2024-11-08,1072,2608,0.4110429447852761,0.29830945389145846,0.016852448384473973,up
all,2024-11-11,1066,2616,0.4074923547400612,0.30969698723780503,0.011387533346346568,up
all,2024-11-12,972,2606,0.37298541826554105,0.31956806291348877,0.009871075675683738,up
all,2024-11-13,936,2597,0.36041586445899115,0.32723179415226433,0.007663731238775562,up
all,2024-11-14,868,2591,0.3350057892705519,0.3377393878883609,0.010507593736096554,up
all,2024-11-15,807,2574,0.3135198135198135,0.3465699016369074,0.008830513748546487,up
all,2024-11-18,804,2577,0.3119906868451688,0.3571290951751113,0.010559193538203948,up
all,2024-11-19,858,2579,0.33268708801861185,0.36222057894782367,0.005091483772712346,up
all,2024-11-20,870,2583,0.33681765389082463,0.3571827145644418,-0.005037864383381885,down
all,2024-11-21,980,2595,0.37764932562620424,0.35596069394210444,-0.0012220206223373387,down
